tr|A0A016TV92|A0A016TV92_9BILA	tr|A0A016TV92|A0A016TV92_9BILA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Ancylostoma ceylanicum OX=53326 GN=Acey_s0077.g1138 PE=3 SV=1
tr|D5JGF7|D5JGF7_CHICK	tr|D5JGF7|D5JGF7_CHICK Thyrotropin receptor (Fragment) OS=Gallus gallus OX=9031 GN=TSHR PE=3 SV=1
tr|D5JGS9|D5JGS9_GADMO	tr|D5JGS9|D5JGS9_GADMO Gonadotropin releasing hormone receptor 2c (Fragment) OS=Gadus morhua OX=8049 GN=GnRH-R2c PE=4 SV=1
tr|D5LX45|D5LX45_HCMVT	tr|D5LX45|D5LX45_HCMVT Envelope glycoprotein UL33 OS=Human cytomegalovirus (strain Towne) OX=10363 GN=UL33 PE=3 SV=1
tr|D6CIN3|D6CIN3_ONCMY	tr|D6CIN3|D6CIN3_ONCMY Melanocyte-stimulating hormone receptor OS=Oncorhynchus mykiss OX=8022 GN=MC1R_par1 PE=2 SV=1
tr|D6CIN4|D6CIN4_ONCMY	tr|D6CIN4|D6CIN4_ONCMY Melanocyte-stimulating hormone receptor OS=Oncorhynchus mykiss OX=8022 GN=MC1R_par2 PE=2 SV=1
tr|D6QTA7|D6QTA7_HAPBU	tr|D6QTA7|D6QTA7_HAPBU Dopamine receptor D3 (Fragment) OS=Haplochromis burtoni OX=8153 PE=2 SV=1
tr|D6RVS1|D6RVS1_AMPCL	tr|D6RVS1|D6RVS1_AMPCL Luteinizing hormone receptor (Fragment) OS=Amphiprion clarkii OX=80970 GN=lhr PE=2 SV=1
tr|D6WGL7|D6WGL7_TRICA	tr|D6WGL7|D6WGL7_TRICA Tachykinin-like peptides receptor 99D OS=Tribolium castaneum OX=7070 GN=TcasGA2_TC003453 PE=4 SV=2
tr|D6WKK3|D6WKK3_TRICA	tr|D6WKK3|D6WKK3_TRICA Prostaglandin E2 receptor EP4 subtype-like Protein OS=Tribolium castaneum OX=7070 GN=TcasGA2_TC013650 PE=3 SV=2
tr|D7EIU6|D7EIU6_TRICA	tr|D7EIU6|D7EIU6_TRICA G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Tribolium castaneum OX=7070 GN=TcasGA2_TC002068 PE=4 SV=2
tr|D7NII9|D7NII9_9CHON	tr|D7NII9|D7NII9_9CHON Adenosine A1 receptor (Fragment) OS=Hemiscyllium ocellatum OX=170820 GN=Adora1 PE=2 SV=1
tr|D7NIJ0|D7NIJ0_9CHON	tr|D7NIJ0|D7NIJ0_9CHON Adenosine A2 receptor (Fragment) OS=Hemiscyllium ocellatum OX=170820 GN=Adora2 PE=2 SV=1
tr|D7NZI8|D7NZI8_SOLSE	tr|D7NZI8|D7NZI8_SOLSE Thyrotropin receptor OS=Solea senegalensis OX=28829 GN=TSHR PE=2 SV=1
tr|D7PRN2|D7PRN2_EPIME	tr|D7PRN2|D7PRN2_EPIME Thyrotropin receptor OS=Epinephelus merra OX=215346 GN=TSHR PE=2 SV=1
tr|D7RL56|D7RL56_MACTO	tr|D7RL56|D7RL56_MACTO G-protein coupled receptor (Fragment) OS=Macaca tonkeana OX=40843 GN=GPR PE=3 SV=1
tr|D7RL60|D7RL60_MACNR	tr|D7RL60|D7RL60_MACNR G-protein coupled receptor (Fragment) OS=Macaca nigrescens OX=90384 GN=GPR PE=3 SV=1
tr|D7RL62|D7RL62_MACNG	tr|D7RL62|D7RL62_MACNG G-protein coupled receptor (Fragment) OS=Macaca nigra OX=54600 GN=GPR PE=3 SV=1
tr|D7RL63|D7RL63_MACMR	tr|D7RL63|D7RL63_MACMR G-protein coupled receptor (Fragment) OS=Macaca maura OX=90383 GN=GPR PE=3 SV=1
tr|D7RL64|D7RL64_MACHE	tr|D7RL64|D7RL64_MACHE G-protein coupled receptor (Fragment) OS=Macaca hecki OX=90382 GN=GPR PE=3 SV=1
tr|D7RL65|D7RL65_MACOC	tr|D7RL65|D7RL65_MACOC G-protein coupled receptor (Fragment) OS=Macaca ochreata OX=90385 GN=GPR PE=3 SV=1
tr|D7RL66|D7RL66_MACNE	tr|D7RL66|D7RL66_MACNE G-protein coupled receptor (Fragment) OS=Macaca nemestrina OX=9545 GN=GPR PE=3 SV=1
tr|D7RL67|D7RL67_MACNE	tr|D7RL67|D7RL67_MACNE G-protein coupled receptor (Fragment) OS=Macaca nemestrina OX=9545 GN=GPR PE=3 SV=1
tr|D7UCG9|D7UCG9_VITVI	tr|D7UCG9|D7UCG9_VITVI Uncharacterized protein OS=Vitis vinifera OX=29760 GN=VIT_15s0046g01870 PE=4 SV=1
tr|D8KZK9|D8KZK9_GALMO	tr|D8KZK9|D8KZK9_GALMO Trace amine-associated receptor 4 (Fragment) OS=Galago moholi OX=30609 GN=TAAR4 PE=4 SV=1
tr|D8V3A1|D8V3A1_BUBBU	tr|D8V3A1|D8V3A1_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3B6|D8V3B6_BUBBU	tr|D8V3B6|D8V3B6_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3B9|D8V3B9_BUBBU	tr|D8V3B9|D8V3B9_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3C4|D8V3C4_BUBBU	tr|D8V3C4|D8V3C4_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3C5|D8V3C5_BUBBU	tr|D8V3C5|D8V3C5_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3C6|D8V3C6_BUBBU	tr|D8V3C6|D8V3C6_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3D6|D8V3D6_BUBBU	tr|D8V3D6|D8V3D6_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3D9|D8V3D9_BUBBU	tr|D8V3D9|D8V3D9_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8V3E7|D8V3E7_BUBBU	tr|D8V3E7|D8V3E7_BUBBU Melanocyte-stimulating hormone receptor (Fragment) OS=Bubalus bubalis OX=89462 GN=MC1R PE=3 SV=1
tr|D8VER3|D8VER3_PIG	tr|D8VER3|D8VER3_PIG G protein-coupled receptor 33 variant 1 OS=Sus scrofa OX=9823 GN=GPR33 PE=2 SV=1
tr|D9IZT8|D9IZT8_9SAUR	tr|D9IZT8|D9IZT8_9SAUR Rhodopsin (Fragment) OS=Tiliqua gigas OX=96725 PE=4 SV=1
tr|D9YVA6|D9YVA6_CANLF	tr|D9YVA6|D9YVA6_CANLF Melanocyte-stimulating hormone receptor OS=Canis lupus familiaris OX=9615 PE=3 SV=1
tr|E0V9L2|E0V9L2_PEDHC	tr|E0V9L2|E0V9L2_PEDHC Class A rhodopsin-like G-protein coupled receptor GPRnna4, putative OS=Pediculus humanus subsp. corporis OX=121224 GN=8233767 PE=3 SV=1
tr|E0VBF2|E0VBF2_PEDHC	tr|E0VBF2|E0VBF2_PEDHC Rhodopsin, GQ-coupled, putative OS=Pediculus humanus subsp. corporis OX=121224 GN=8230973 PE=3 SV=1
tr|E0VBP7|E0VBP7_PEDHC	tr|E0VBP7|E0VBP7_PEDHC G-protein coupled receptor, putative OS=Pediculus humanus subsp. corporis OX=121224 GN=8231125 PE=3 SV=1
tr|E0VEA0|E0VEA0_PEDHC	tr|E0VEA0|E0VEA0_PEDHC G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Pediculus humanus subsp. corporis OX=121224 GN=8234063 PE=4 SV=1
tr|E0VKP7|E0VKP7_PEDHC	tr|E0VKP7|E0VKP7_PEDHC Class A rhodopsin-like G-protein coupled receptor GPRnna13, putative OS=Pediculus humanus subsp. corporis OX=121224 GN=8235574 PE=4 SV=1
tr|E0VVA6|E0VVA6_PEDHC	tr|E0VVA6|E0VVA6_PEDHC Class A rhodopsin-like G-protein coupled receptor GPRadr1, putative OS=Pediculus humanus subsp. corporis OX=121224 GN=8238417 PE=4 SV=1
tr|E0YT86|E0YT86_TAEGU	tr|E0YT86|E0YT86_TAEGU Short wavelength sensitive type 1 opsin (Fragment) OS=Taeniopygia guttata OX=59729 GN=SWS1 PE=4 SV=1
tr|E0YT87|E0YT87_9AVES	tr|E0YT87|E0YT87_9AVES Short wavelength sensitive type 1 opsin (Fragment) OS=Chalcites lucidus OX=103952 GN=SWS1 PE=4 SV=1
tr|E1B7A2|E1B7A2_BOVIN	tr|E1B7A2|E1B7A2_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC785639 PE=3 SV=1
tr|E1B7Y8|E1B7Y8_BOVIN	tr|E1B7Y8|E1B7Y8_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=OR4Q2 PE=3 SV=3
tr|E1B865|E1B865_BOVIN	tr|E1B865|E1B865_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC618593 PE=3 SV=3
tr|E1B952|E1B952_BOVIN	tr|E1B952|E1B952_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC528343 PE=3 SV=2
tr|E1BA86|E1BA86_BOVIN	tr|E1BA86|E1BA86_BOVIN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Bos taurus OX=9913 GN=LOC100848076 PE=3 SV=3
tr|E1BAE5|E1BAE5_BOVIN	tr|E1BAE5|E1BAE5_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC785582 PE=3 SV=1
tr|E1BAT2|E1BAT2_BOVIN	tr|E1BAT2|E1BAT2_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=OR4Q3 PE=3 SV=3
tr|E1BBJ9|E1BBJ9_BOVIN	tr|E1BBJ9|E1BBJ9_BOVIN G protein-coupled receptor 135 OS=Bos taurus OX=9913 GN=GPR135 PE=3 SV=2
tr|E1BC26|E1BC26_BOVIN	tr|E1BC26|E1BC26_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC783311 PE=3 SV=3
tr|E1BCM5|E1BCM5_BOVIN	tr|E1BCM5|E1BCM5_BOVIN Olfactory receptor OS=Bos taurus OX=9913 PE=3 SV=2
tr|E1BER1|E1BER1_BOVIN	tr|E1BER1|E1BER1_BOVIN Olfactory receptor family 10 subfamily G member 6 OS=Bos taurus OX=9913 GN=OR10G6 PE=3 SV=3
tr|E1BF61|E1BF61_BOVIN	tr|E1BF61|E1BF61_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=OR6C1 PE=3 SV=3
tr|E1BFZ8|E1BFZ8_BOVIN	tr|E1BFZ8|E1BFZ8_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC787659 PE=3 SV=2
tr|E1BGX0|E1BGX0_BOVIN	tr|E1BGX0|E1BGX0_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC788242 PE=3 SV=2
tr|E1BH57|E1BH57_BOVIN	tr|E1BH57|E1BH57_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=OR2Y1 PE=3 SV=2
tr|E1BHG0|E1BHG0_BOVIN	tr|E1BHG0|E1BHG0_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC782296 PE=3 SV=2
tr|E1BHR1|E1BHR1_BOVIN	tr|E1BHR1|E1BHR1_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC782731 PE=3 SV=3
tr|E1BHT4|E1BHT4_BOVIN	tr|E1BHT4|E1BHT4_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC787535 PE=3 SV=2
tr|E1BI27|E1BI27_BOVIN	tr|E1BI27|E1BI27_BOVIN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Bos taurus OX=9913 GN=LOC540082 PE=3 SV=3
tr|E1BJ58|E1BJ58_BOVIN	tr|E1BJ58|E1BJ58_BOVIN G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Bos taurus OX=9913 GN=LOC100337324 PE=3 SV=3
tr|E1BK53|E1BK53_BOVIN	tr|E1BK53|E1BK53_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=OR6S1 PE=3 SV=2
tr|E1BKS7|E1BKS7_BOVIN	tr|E1BKS7|E1BKS7_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC615852 PE=3 SV=1
tr|E1BLD8|E1BLD8_BOVIN	tr|E1BLD8|E1BLD8_BOVIN Lysophosphatidic acid receptor 2 OS=Bos taurus OX=9913 GN=LPAR2 PE=3 SV=1
tr|E1BMZ1|E1BMZ1_BOVIN	tr|E1BMZ1|E1BMZ1_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC531304 PE=3 SV=1
tr|E1BNL4|E1BNL4_BOVIN	tr|E1BNL4|E1BNL4_BOVIN Olfactory receptor OS=Bos taurus OX=9913 GN=LOC788372 PE=3 SV=2
tr|E1C095|E1C095_CHICK	tr|E1C095|E1C095_CHICK Platelet activating factor receptor OS=Gallus gallus OX=9031 GN=PTAFR PE=3 SV=5
tr|E1C379|E1C379_CHICK	tr|E1C379|E1C379_CHICK G protein-coupled receptor 6 OS=Gallus gallus OX=9031 PE=3 SV=2
tr|E1UXY1|E1UXY1_RABIT	tr|E1UXY1|E1UXY1_RABIT Melanocyte-stimulating hormone receptor OS=Oryctolagus cuniculus OX=9986 GN=mc1R PE=3 SV=1
tr|E2A4Z7|E2A4Z7_CAMFO	tr|E2A4Z7|E2A4Z7_CAMFO Octopamine receptor OS=Camponotus floridanus OX=104421 GN=EAG_14423 PE=4 SV=1
tr|E2AHA5|E2AHA5_CAMFO	tr|E2AHA5|E2AHA5_CAMFO Gastrin/cholecystokinin type B receptor OS=Camponotus floridanus OX=104421 GN=EAG_09096 PE=3 SV=1
tr|E2BRA9|E2BRA9_HARSA	tr|E2BRA9|E2BRA9_HARSA Beta-3 adrenergic receptor (Fragment) OS=Harpegnathos saltator OX=610380 GN=EAI_14269 PE=4 SV=1
tr|E2C714|E2C714_HARSA	tr|E2C714|E2C714_HARSA Octopamine receptor OS=Harpegnathos saltator OX=610380 GN=EAI_15163 PE=4 SV=1
tr|E2ELU0|E2ELU0_MICTT	tr|E2ELU0|E2ELU0_MICTT Vasopressin V1a receptor (Fragment) OS=Microtus tatricus OX=137713 GN=avpr1a PE=3 SV=1
tr|E2ELU4|E2ELU4_MICLV	tr|E2ELU4|E2ELU4_MICLV Vasopressin V1a receptor (Fragment) OS=Microtus levis OX=537919 GN=avpr1a PE=3 SV=1
tr|E2FYZ6|E2FYZ6_PHARU	tr|E2FYZ6|E2FYZ6_PHARU Short wavelength sensitive type 1 opsin (Fragment) OS=Phaethon rubricauda OX=57073 GN=SWS1 PE=4 SV=1
tr|E2FYZ7|E2FYZ7_PHARU	tr|E2FYZ7|E2FYZ7_PHARU Short wavelength sensitive type 1 opsin (Fragment) OS=Phaethon rubricauda OX=57073 GN=SWS1 PE=4 SV=1
tr|E2QUX0|E2QUX0_CANLF	tr|E2QUX0|E2QUX0_CANLF Olfactory receptor OS=Canis lupus familiaris OX=9615 GN=OR6C33 PE=3 SV=3
tr|E2QXN1|E2QXN1_CANLF	tr|E2QXN1|E2QXN1_CANLF Olfactory receptor (Fragment) OS=Canis lupus familiaris OX=9615 GN=OR10V5 PE=3 SV=3
tr|E2R408|E2R408_CANLF	tr|E2R408|E2R408_CANLF Olfactory receptor OS=Canis lupus familiaris OX=9615 GN=OR13C4 PE=3 SV=2
tr|E2R6P0|E2R6P0_CANLF	tr|E2R6P0|E2R6P0_CANLF Olfactory receptor OS=Canis lupus familiaris OX=9615 GN=OR6C69 PE=3 SV=1
tr|E2R7F4|E2R7F4_CANLF	tr|E2R7F4|E2R7F4_CANLF Olfactory receptor OS=Canis lupus familiaris OX=9615 PE=3 SV=2
tr|E2RBQ7|E2RBQ7_CANLF	tr|E2RBQ7|E2RBQ7_CANLF Olfactory receptor OS=Canis lupus familiaris OX=9615 GN=OR2T27 PE=3 SV=1
tr|E2REF7|E2REF7_CANLF	tr|E2REF7|E2REF7_CANLF G protein-coupled receptor 33 OS=Canis lupus familiaris OX=9615 GN=GPR33 PE=4 SV=2
tr|E2RFT4|E2RFT4_CANLF	tr|E2RFT4|E2RFT4_CANLF Oxytocin receptor OS=Canis lupus familiaris OX=9615 GN=OXTR PE=3 SV=3
tr|E2RH88|E2RH88_CANLF	tr|E2RH88|E2RH88_CANLF Olfactory receptor OS=Canis lupus familiaris OX=9615 GN=OR6C2H PE=3 SV=2
tr|E2RR75|E2RR75_CANLF	tr|E2RR75|E2RR75_CANLF P2Y receptor family member 10 OS=Canis lupus familiaris OX=9615 GN=P2RY10 PE=4 SV=3
tr|E3MHJ0|E3MHJ0_CAERE	tr|E3MHJ0|E3MHJ0_CAERE CRE-FSHR-1 protein OS=Caenorhabditis remanei OX=31234 GN=Cre-fshr-1 PE=4 SV=1
tr|E3MK75|E3MK75_CAERE	tr|E3MK75|E3MK75_CAERE G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Caenorhabditis remanei OX=31234 GN=CRE_28725 PE=3 SV=1
tr|E3MMP9|E3MMP9_CAERE	tr|E3MMP9|E3MMP9_CAERE CRE-GNRR-3 protein OS=Caenorhabditis remanei OX=31234 GN=Cre-gnrr-3 PE=4 SV=1
tr|E3MUI0|E3MUI0_CAERE	tr|E3MUI0|E3MUI0_CAERE G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Caenorhabditis remanei OX=31234 GN=CRE_21950 PE=4 SV=1
tr|E3N1H8|E3N1H8_CAERE	tr|E3N1H8|E3N1H8_CAERE G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Caenorhabditis remanei OX=31234 GN=CRE_14171 PE=3 SV=1
tr|E3NJS6|E3NJS6_CAERE	tr|E3NJS6|E3NJS6_CAERE CRE-GNRR-1 protein OS=Caenorhabditis remanei OX=31234 GN=Cre-gnrr-1 PE=3 SV=1
tr|E3T932|E3T932_SAAHA	tr|E3T932|E3T932_SAAHA Follicle stimulating hormone receptor (Fragment) OS=Saara hardwickii OX=40250 GN=FSHR PE=4 SV=1
tr|E3T934|E3T934_PSEUQ	tr|E3T934|E3T934_PSEUQ Follicle stimulating hormone receptor (Fragment) OS=Pseudopus apodus OX=672774 GN=FSHR PE=4 SV=1
tr|E3T940|E3T940_9SAUR	tr|E3T940|E3T940_9SAUR Follicle stimulating hormone receptor (Fragment) OS=Shinisaurus crocodilurus OX=52224 GN=FSHR PE=4 SV=1
tr|E3T953|E3T953_9SAUR	tr|E3T953|E3T953_9SAUR Follicle stimulating hormone receptor (Fragment) OS=Feylinia polylepis OX=293412 GN=FSHR PE=4 SV=1
tr|E3T955|E3T955_9SAUR	tr|E3T955|E3T955_9SAUR Follicle stimulating hormone receptor (Fragment) OS=Lepidophyma flavimaculatum OX=264485 GN=FSHR PE=4 SV=1
tr|E3T957|E3T957_LACVR	tr|E3T957|E3T957_LACVR Follicle stimulating hormone receptor (Fragment) OS=Lacerta viridis OX=65476 GN=FSHR PE=4 SV=1
tr|E3T959|E3T959_BIPCA	tr|E3T959|E3T959_BIPCA Follicle stimulating hormone receptor (Fragment) OS=Bipes canaliculatus OX=273521 GN=FSHR PE=4 SV=1
tr|E3TD35|E3TD35_ICTFU	tr|E3TD35|E3TD35_ICTFU G-protein coupled receptor 183-a OS=Ictalurus furcatus OX=66913 GN=GP83A PE=2 SV=1
tr|E3V2E8|E3V2E8_PIG	tr|E3V2E8|E3V2E8_PIG Oxytocin receptor OS=Sus scrofa OX=9823 GN=OXTR PE=2 SV=1
tr|E3VJQ1|E3VJQ1_SHEEP	tr|E3VJQ1|E3VJQ1_SHEEP Vasopressin V2 receptor OS=Ovis aries OX=9940 GN=AVPR2 PE=2 SV=1
tr|E4URJ3|E4URJ3_ARTGP	tr|E4URJ3|E4URJ3_ARTGP Annexin OS=Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893) OX=535722 GN=MGYG_02426 PE=3 SV=1
tr|E5GAT1|E5GAT1_NYCPR	tr|E5GAT1|E5GAT1_NYCPR Melanocyte-stimulating hormone receptor OS=Nyctereutes procyonoides OX=34880 PE=3 SV=1
tr|E5S328|E5S328_TRISP	tr|E5S328|E5S328_TRISP Tachykinin-like peptides receptor 99D OS=Trichinella spiralis OX=6334 GN=Takr99D PE=4 SV=1
tr|E5SY86|E5SY86_TRISP	tr|E5SY86|E5SY86_TRISP Gonadotropin-releasing hormone receptor OS=Trichinella spiralis OX=6334 GN=GNRHR PE=3 SV=1
tr|E6ZGW6|E6ZGW6_DICLA	tr|E6ZGW6|E6ZGW6_DICLA G-protein coupled estrogen receptor 1 OS=Dicentrarchus labrax OX=13489 GN=GPER PE=2 SV=1
tr|E7BJ57|E7BJ57_HUMAN	tr|E7BJ57|E7BJ57_HUMAN CCR5 (Fragment) OS=Homo sapiens OX=9606 GN=CCR5 PE=3 SV=1
tr|E7BS75|E7BS75_ERIEU	tr|E7BS75|E7BS75_ERIEU Rhodopsin (Fragment) OS=Erinaceus europaeus OX=9365 GN=RHO PE=4 SV=1
tr|E7BS76|E7BS76_CARPS	tr|E7BS76|E7BS76_CARPS Rhodopsin (Fragment) OS=Carollia perspicillata OX=40233 GN=RHO PE=4 SV=1
tr|E7BTW5|E7BTW5_TAEGU	tr|E7BTW5|E7BTW5_TAEGU G protein-coupled receptor 30 (Fragment) OS=Taeniopygia guttata OX=59729 GN=GPR30 PE=2 SV=1
tr|E7BUM9|E7BUM9_SCOKU	tr|E7BUM9|E7BUM9_SCOKU Luteinizing hormone/choriogonadotropin receptor (Fragment) OS=Scotophilus kuhlii OX=153297 GN=LHCGR PE=4 SV=1
tr|E7D7J7|E7D7J7_HAPBU	tr|E7D7J7|E7D7J7_HAPBU Follicle stimulating hormone receptor (Fragment) OS=Haplochromis burtoni OX=8153 PE=2 SV=1
tr|E7DVI3|E7DVI3_HCMV	tr|E7DVI3|E7DVI3_HCMV Envelope glycoprotein UL33 OS=Human cytomegalovirus OX=10359 GN=UL33 PE=3 SV=1
tr|E7EXL7|E7EXL7_DANRE	tr|E7EXL7|E7EXL7_DANRE G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Danio rerio OX=7955 GN=LOC101885642 PE=3 SV=3
tr|E7F0E6|E7F0E6_DANRE	tr|E7F0E6|E7F0E6_DANRE G protein-coupled receptor 174 OS=Danio rerio OX=7955 GN=gpr174 PE=4 SV=3
tr|E7F4K9|E7F4K9_DANRE	tr|E7F4K9|E7F4K9_DANRE Leukotriene B4 receptor 2b OS=Danio rerio OX=7955 GN=ltb4r2b PE=4 SV=1
tr|E7FBS0|E7FBS0_DANRE	tr|E7FBS0|E7FBS0_DANRE Arginine vasopressin receptor 2a, duplicate b OS=Danio rerio OX=7955 GN=avpr2ab PE=3 SV=3
tr|E7FD73|E7FD73_DANRE	tr|E7FD73|E7FD73_DANRE Prostaglandin E receptor 3 (subtype EP3) OS=Danio rerio OX=7955 GN=ptger3 PE=4 SV=1
tr|E7FEY3|E7FEY3_DANRE	tr|E7FEY3|E7FEY3_DANRE Purinergic receptor P2Y2, tandem duplicate 3 OS=Danio rerio OX=7955 GN=p2ry2.3 PE=3 SV=2
tr|E7FF75|E7FF75_DANRE	tr|E7FF75|E7FF75_DANRE G protein-coupled receptor 68 OS=Danio rerio OX=7955 GN=LOC799203 PE=3 SV=2
tr|E7FFG5|E7FFG5_DANRE	tr|E7FFG5|E7FFG5_DANRE G protein-coupled receptor 12 OS=Danio rerio OX=7955 GN=gpr12 PE=3 SV=1
tr|E7FK77|E7FK77_POERE	tr|E7FK77|E7FK77_POERE Melanocyte-stimulating hormone receptor OS=Poecilia reticulata OX=8081 GN=MC1R PE=3 SV=1
tr|E7FK78|E7FK78_POERE	tr|E7FK78|E7FK78_POERE Melanocyte-stimulating hormone receptor OS=Poecilia reticulata OX=8081 GN=MC1R PE=3 SV=1
tr|E9GCL6|E9GCL6_DAPPU	tr|E9GCL6|E9GCL6_DAPPU Putative neuropeptide receptor (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_2282 PE=4 SV=1
tr|E9GLX1|E9GLX1_DAPPU	tr|E9GLX1|E9GLX1_DAPPU G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment) OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_31061 PE=3 SV=1
tr|E9H206|E9H206_DAPPU	tr|E9H206|E9H206_DAPPU G_PROTEIN_RECEP_F1_2 domain-containing protein OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_109099 PE=3 SV=1
tr|E9H675|E9H675_DAPPU	tr|E9H675|E9H675_DAPPU Prostanoid EP4 receptor isoform A OS=Daphnia pulex OX=6669 GN=DAPPUDRAFT_58618 PE=4 SV=1
tr|E9H6X8|E9H6X8_DAPPU	tr|E9H6X8|E9H6X8_DAPPU Uncharacterized protein LGR3 OS=Daphnia pulex OX=6669 GN=LGR3 PE=3 SV=1
tr|E9I9A6|E9I9A6_SOLIN	tr|E9I9A6|E9I9A6_SOLIN G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment) OS=Solenopsis invicta OX=13686 GN=SINV_08890 PE=3 SV=1
tr|E9IVB8|E9IVB8_SOLIN	tr|E9IVB8|E9IVB8_SOLIN G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment) OS=Solenopsis invicta OX=13686 GN=SINV_16073 PE=4 SV=1
tr|E9J6P2|E9J6P2_SOLIN	tr|E9J6P2|E9J6P2_SOLIN G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment) OS=Solenopsis invicta OX=13686 GN=SINV_05316 PE=4 SV=1
tr|E9L838|E9L838_9ANUR	tr|E9L838|E9L838_9ANUR Chemokine receptor 4 (Fragment) OS=Barbourula busuangensis OX=877558 GN=CXCR4 PE=3 SV=1
tr|E9PTU2|E9PTU2_RAT	tr|E9PTU2|E9PTU2_RAT Olfactory receptor OS=Rattus norvegicus OX=10116 GN=Olfr122 PE=3 SV=3
tr|E9PV37|E9PV37_MOUSE	tr|E9PV37|E9PV37_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr250 PE=3 SV=1
tr|E9PV79|E9PV79_MOUSE	tr|E9PV79|E9PV79_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr740 PE=3 SV=2
tr|E9PVQ2|E9PVQ2_MOUSE	tr|E9PVQ2|E9PVQ2_MOUSE C5a anaphylatoxin chemotactic receptor 2 OS=Mus musculus OX=10090 GN=C5ar2 PE=4 SV=1
tr|E9Q1P0|E9Q1P0_MOUSE	tr|E9Q1P0|E9Q1P0_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr739 PE=3 SV=1
tr|E9Q519|E9Q519_MOUSE	tr|E9Q519|E9Q519_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr521 PE=3 SV=1
tr|E9Q848|E9Q848_MOUSE	tr|E9Q848|E9Q848_MOUSE Olfactory receptor 370 OS=Mus musculus OX=10090 GN=Olfr370 PE=3 SV=1
tr|E9Q891|E9Q891_MOUSE	tr|E9Q891|E9Q891_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr251 PE=3 SV=1
tr|E9Q8M0|E9Q8M0_MOUSE	tr|E9Q8M0|E9Q8M0_MOUSE Olfactory receptor OS=Mus musculus OX=10090 GN=Olfr204 PE=3 SV=1
